pk_business_id,License Number,Federal Registry No,Local Registry No,Business Name,Legal Type,pk_stakeholder_ids,Stakeholder Rates,Stakeholder Types,Activity Names,Activity Names Serial #,Unit Including,Unit,Landlord,Street,Zone,Fax,Telephone,Mobile,P.O. Box,Expiry Date,Renewal Date,Est. Date,Receipt Date,Receipt No.,Remarks
13757,1843846519,45-207-9671,33-045-1980,Gislason and Sons,Services,Steak Holder,1,Signatory,Car Manufacturing,4,158296230,5,7380195832,Melrose,,501-700-3060,415-564-7039,782-237-9534,4115,13/12/2018,19/10/2018,19/11/2018,29/06/2018,2582361046,
13758,1485921910,46-456-2257,79-292-3657,Brakus-Jast,Product Management,Orange Company,0.9,Signatory,Food Delivery,5,8984374849,8,2371326933,Elgar,,713-743-7403,905-923-9934,416-107-6590,60,26/08/2018,5/5/2018,16/07/2018,18/06/2018,2904193685,
13759,3352916438,32-531-4830,88-663-1892,Corkery LLC,Engineering,Orange Company,0.7,Signatory,Food Provider,1,3250860166,17,3428169751,Manley,,791-560-1511,182-963-7834,768-770-8085,24,6/3/2018,17/02/2018,18/11/2018,11/6/2018,5270840383,
13760,531532410,60-361-5400,63-266-3908,DuBuque-Dietrich,Training,Orange Company,0.4,Sponsor,Car Manufacturing,2,3470244197,2,2966625341,Badeau,,784-551-2600,452-480-3714,269-820-8119,1414,29/05/2018,26/12/2018,2/10/2018,31/10/2018,6267907295,
13761,5078500987,13-232-2214,94-841-2919,Rempel-Jerde,Legal,Souk al Waha,0.4,Signatory,Fashion Designing,3,4583027680,31,5331934994,Artisan,,751-974-8252,101-249-2013,315-434-2834,4,18/11/2018,13/02/2019,7/6/2018,1/10/2018,6864568067,
13762,3645322507,30-970-3760,56-866-8883,Miller and Sons,Human Resources,Steak Holder,1,Project Manager,Food Provider,4,7882402370,16,8587855891,Spohn,,938-812-7787,950-478-7458,620-156-1872,0,15/08/2018,9/11/2018,25/06/2018,20/10/2018,3121750569,
13763,2936919827,39-635-8222,82-055-4325,Borer Inc,Training,Steak Holder,0.8,Signatory,Car Manufacturing,5,2287814590,21,2337452344,Union,,929-661-6374,239-810-0533,484-754-6017,59,25/12/2018,22/05/2018,16/11/2018,23/10/2018,4579607597,
13764,7580122804,29-847-2378,72-446-0884,"Abernathy, Rath and Leannon",Sales,Orange Company,0.3,Sponsor,Food Provider,1,5880379450,22,7725647848,Twin Pines,,606-790-3352,537-463-4552,363-110-7408,92194,22/01/2019,29/05/2018,29/04/2018,5/5/2018,2112454412,
13765,8462634857,29-939-3523,29-359-0338,Oberbrunner-Mitchell,Marketing,Steak Holder,0.8,Partner & Responsible Manager,Food Provider,2,6670249772,24,6104313906,Northridge,,137-548-4510,825-716-0451,940-277-5015,3219,24/02/2018,6/7/2018,25/08/2018,24/05/2018,4228746497,
13766,550452192,80-115-2768,50-801-2089,Mosciski-Brakus,Business Development,Steak Holder,0.9,Project Manager,Car Manufacturing,3,8506338093,1,6510513773,Vermont,,604-490-3824,127-896-6506,913-594-0518,3,29/04/2018,23/09/2018,23/06/2018,24/08/2018,3485296341,
13767,8534848491,12-413-6408,17-932-0197,"Hoppe, Will and Will",Accounting,Glass Inc.,0.2,Sponsor,Car Manufacturing,4,3687083861,31,8922935065,8th,,198-460-4269,502-502-4696,563-814-3027,2991,3/6/2018,27/11/2018,16/11/2018,30/06/2018,3815556627,
13768,1626528136,07-396-2701,01-531-4742,"Murray, Schmidt and Waters",Training,Souk al Waha,0.4,Sponsor,Car Manufacturing,5,2514004748,23,56195184,Browning,,300-122-7672,258-278-1698,956-556-0287,0,24/09/2018,12/11/2018,24/03/2018,8/9/2018,8895188225,
13769,2028651865,21-607-1002,93-526-2177,Feeney-Wolff,Support,Glass Inc.,0.6,Partner & Responsible Manager,Car Manufacturing,1,6816232143,25,5814961899,Pearson,,769-801-7436,876-353-4636,791-521-5769,3,27/05/2018,2/8/2018,30/10/2018,1/5/2018,5978349282,
13770,6887868873,98-339-8603,03-419-6954,Denesik LLC,Research and Development,Souk al Waha,0.8,Partner & Responsible Manager,Food Provider,2,3665551994,10,6489664267,Hallows,,640-482-4496,532-431-6359,192-443-8360,23620,27/08/2018,27/08/2018,13/10/2018,13/08/2018,7088836106,
13771,7010969310,45-497-6579,37-810-8333,"Batz, Gerlach and Shanahan",Human Resources,Souk al Waha,0.2,Signatory,Car Manufacturing,3,151188874,12,3311641094,American Ash,,166-547-3786,238-426-1580,734-153-4273,30028,2/4/2018,13/06/2018,15/02/2018,10/8/2018,1658759826,
13772,744937256,00-456-3589,10-909-4133,Fay-Eichmann,Product Management,Souk al Waha,0.3,Partner & Responsible Manager,Food Provider,4,1957990465,31,1785068571,Eggendart,,256-959-9423,963-917-8476,181-427-9601,6,9/1/2019,24/11/2018,8/7/2018,16/11/2018,5860794347,
13773,1787072002,06-593-4702,15-043-7043,"Blick, Schamberger and MacGyver",Accounting,Orange Company,0.7,Project Manager,Fashion Designing,5,1301019151,22,3938750529,Milwaukee,,960-349-8886,790-153-0086,193-127-7386,526,16/05/2018,16/08/2018,8/10/2018,5/12/2018,8377202417,
13774,1681817675,96-218-1487,39-862-3713,Kohler LLC,Engineering,Glass Inc.,0.4,Partner & Responsible Manager,IT Services,1,4753928667,23,8394994067,Hansons,,686-901-3375,779-635-8277,178-412-4317,584,28/12/2018,23/02/2018,20/04/2018,21/08/2018,2071367456,
13775,5725971724,29-528-3287,75-529-5131,"Hirthe, Quigley and Schinner",Research and Development,Souk al Waha,0.1,Partner & Responsible Manager,Car Manufacturing,2,7386796315,12,5586980444,Namekagon,,126-507-9946,530-746-4818,436-185-2566,29805,11/10/2018,12/1/2019,25/03/2018,28/03/2018,4165993255,
13776,1162437855,98-741-7788,84-442-9803,Christiansen-Batz,Sales,Steak Holder,0.8,Sponsor,Fashion Designing,3,4878988657,10,8612087511,Shopko,,393-376-0018,820-964-0606,827-771-6433,66469,10/6/2018,14/09/2018,5/10/2018,10/3/2018,4213633578,
13777,7458402237,49-108-6793,07-980-0602,Green-Von,Training,Souk al Waha,0.3,Project Manager,IT Services,4,8725854119,8,9458594286,Hagan,,204-921-6351,794-267-1964,719-552-6185,558,14/09/2018,6/12/2018,18/01/2019,10/6/2018,523915551,
13778,8761988995,90-025-3825,51-844-2588,"Hickle, Hegmann and Waelchi",Research and Development,Souk al Waha,0.2,Project Manager,IT Services,5,3804321933,30,9823246793,Fuller,,608-221-4762,414-190-7661,224-164-6492,88,10/3/2018,26/12/2018,7/9/2018,22/10/2018,3976091502,
13779,7036212721,32-197-3093,22-874-1439,"Anderson, Eichmann and Mante",Training,Orange Company,0.6,Sponsor,Food Delivery,1,9760014815,10,943897106,Warbler,,501-954-0319,442-915-8113,725-635-6982,60,29/08/2018,1/1/2019,17/02/2018,19/04/2018,3025142626,
13780,5373472174,46-901-0204,13-184-6207,O'Hara-Orn,Sales,Steak Holder,0.9,Partner & Responsible Manager,Food Delivery,2,2173636456,24,9191327482,Packers,,167-485-3403,657-267-4477,432-605-4381,0,17/06/2018,26/04/2018,13/11/2018,13/04/2018,4803785651,
13781,2834312923,88-652-8798,00-655-8006,Botsford-Jones,Product Management,Souk al Waha,1,Project Manager,Fashion Designing,3,8926634949,20,9785294587,Cherokee,,120-589-0727,318-308-7637,448-380-8686,841,16/09/2018,27/08/2018,22/10/2018,8/4/2018,339269545,
13782,6882692297,46-428-6060,70-139-9619,"Boyle, Klein and Gorczany",Support,Orange Company,0,Project Manager,IT Services,4,4737475548,6,24120332,Harper,,888-251-3804,201-327-2060,682-362-1314,0,12/5/2018,26/04/2018,1/12/2018,9/10/2018,2684136742,
13783,3362319238,71-449-8772,79-703-9321,"Parker, Graham and Turner",Legal,Glass Inc.,0.2,Partner & Responsible Manager,Food Provider,5,1927347289,21,8634196402,Sherman,,450-590-8955,265-651-5167,936-869-1701,295,11/8/2018,28/11/2018,7/1/2019,29/09/2018,9611919514,
13784,4918227600,30-484-2676,12-060-9654,Haag Inc,Services,Steak Holder,0.3,Signatory,Car Manufacturing,1,4440285791,23,1501300709,Oriole,,299-364-5186,374-513-4097,937-763-2151,12,8/1/2019,26/01/2019,28/03/2018,30/03/2018,7106070157,
13785,5623997775,15-219-7498,96-003-2199,Conroy-Marvin,Human Resources,Souk al Waha,0.4,Signatory,Fashion Designing,2,8566037820,20,7437976749,Sloan,,637-262-6083,870-140-8707,692-536-6296,7,12/6/2018,12/12/2018,19/05/2018,26/01/2019,6538289584,
13786,4567878590,36-032-5667,04-646-1850,Weber-Jaskolski,Legal,Orange Company,0.8,Project Manager,Fashion Designing,3,8275083265,31,7390368144,Bonner,,802-302-5423,829-120-7648,560-258-3487,96,19/03/2018,21/09/2018,28/04/2018,27/01/2019,5324763950,
13787,2010340817,63-979-8026,47-200-6389,Kilback-Runolfsdottir,Product Management,Orange Company,0.8,Sponsor,Food Provider,4,8068529616,12,5762397211,Spohn,,534-366-6324,130-294-4765,386-276-8035,4663,24/12/2018,25/11/2018,17/07/2018,4/10/2018,455312494,
13788,6914878331,57-379-1398,42-367-2413,Schmidt-Kerluke,Research and Development,Glass Inc.,0.8,Sponsor,Food Provider,5,303548487,16,8013135233,Stoughton,,454-813-4603,776-765-7497,810-203-9256,66,1/11/2018,16/12/2018,3/2/2019,7/4/2018,5823097077,
13789,8803251707,05-972-6163,05-076-8922,Watsica and Sons,Engineering,Steak Holder,0.5,Signatory,Food Provider,1,5722797006,27,8472774880,Caliangt,,175-418-1125,903-675-6678,837-312-7989,860,22/06/2018,26/10/2018,29/09/2018,26/04/2018,2880096472,
13790,7289666992,42-645-1256,11-372-5443,Nicolas-Spinka,Business Development,Souk al Waha,0.8,Project Manager,Food Delivery,2,305658875,31,432426442,Autumn Leaf,,553-297-9018,989-461-8863,840-620-9610,94,19/04/2018,27/05/2018,3/12/2018,20/06/2018,9077690476,
13791,7118420042,20-129-6324,14-621-1706,MacGyver Inc,Human Resources,Souk al Waha,1,Sponsor,Food Provider,3,8103243345,13,3455638295,Declaration,,777-105-3499,541-990-7525,306-556-1465,2,27/04/2018,29/09/2018,3/12/2018,9/4/2018,9068708791,
13792,3478015022,18-386-7077,69-388-5710,Schimmel and Sons,Marketing,Steak Holder,0.8,Partner & Responsible Manager,Fashion Designing,4,7009295093,6,1406598429,Lyons,,864-851-7219,559-592-8564,857-109-6507,4229,31/07/2018,29/09/2018,24/08/2018,26/11/2018,5775754913,
13793,1411169204,56-503-6990,72-673-5599,Paucek Group,Training,Souk al Waha,0.8,Project Manager,Fashion Designing,5,12784893,15,919575870,Welch,,795-629-0938,254-501-5069,605-837-0043,9,18/07/2018,24/10/2018,11/11/2018,17/10/2018,9185828521,
13794,4261365871,83-879-2449,20-307-8262,Cole Group,Marketing,Orange Company,0.7,Partner & Responsible Manager,Fashion Designing,1,135497140,13,3318916536,Dwight,,792-244-6327,569-789-9334,349-530-3085,169,24/06/2018,18/05/2018,4/11/2018,12/2/2019,9610497136,
13795,89254309,43-037-2861,55-142-5254,Turner LLC,Legal,Orange Company,0.7,Sponsor,Food Delivery,2,8229601194,8,734077742,Browning,,751-608-9741,953-192-1837,285-109-1557,4196,22/08/2018,8/12/2018,20/06/2018,27/06/2018,614581842,
13796,8482006010,14-841-7351,44-312-2244,Yost Group,Legal,Steak Holder,0.6,Partner & Responsible Manager,Car Manufacturing,3,4789132889,27,6033399609,Sachs,,394-964-5656,160-861-0146,632-495-6091,6,26/12/2018,7/4/2018,9/4/2018,16/02/2018,6850310151,
13797,8770556946,94-008-4352,33-350-3858,McCullough-Rath,Engineering,Glass Inc.,0,Project Manager,Car Manufacturing,4,8841302194,6,1903640,Manley,,896-146-9374,859-354-6181,610-344-1329,561,4/2/2019,23/05/2018,7/6/2018,30/09/2018,1680599518,
13798,9866176282,33-630-9985,82-078-6086,Stiedemann Inc,Sales,Glass Inc.,0.3,Project Manager,Food Provider,5,7011410937,12,6980359592,Sundown,,545-387-3289,638-552-6285,871-259-6091,3,6/6/2018,16/04/2018,22/03/2018,9/8/2018,4479124314,
13799,2174158744,77-695-0457,33-093-0474,Walsh and Sons,Support,Glass Inc.,0.7,Partner & Responsible Manager,Car Manufacturing,1,5083814838,15,4128268844,Heffernan,,316-276-2859,289-617-9557,120-478-8615,4656,3/6/2018,17/09/2018,27/12/2018,25/05/2018,3672490660,
13800,7267361838,71-043-1300,62-756-5597,Pollich-Veum,Product Management,Glass Inc.,0.5,Partner & Responsible Manager,Fashion Designing,2,6587787495,14,5872278799,Monica,,704-140-8406,503-736-6541,585-728-2463,21962,13/03/2018,6/4/2018,9/7/2018,18/02/2018,2377108539,
13801,2765293783,57-141-9384,20-581-1130,"McLaughlin, Ryan and Hermiston",Engineering,Orange Company,0.7,Signatory,Car Manufacturing,3,8264631002,5,6487744549,Westport,,871-502-9322,313-331-7240,150-241-0599,4,16/06/2018,12/7/2018,28/06/2018,30/12/2018,1865854387,
13802,1312448261,43-576-3002,76-259-0802,"McGlynn, Schmitt and Tillman",Product Management,Souk al Waha,0.7,Signatory,Car Manufacturing,4,7179615668,23,2663124036,Manufacturers,,169-867-2078,563-606-4412,859-447-0013,671,8/3/2018,21/10/2018,7/6/2018,28/09/2018,8955498306,
13803,6055512564,11-171-2394,00-117-0469,Little-Ankunding,Research and Development,Steak Holder,0.5,Partner & Responsible Manager,Fashion Designing,5,2302067266,30,852267665,Thierer,,401-319-0713,291-144-2148,586-741-6494,56109,11/12/2018,9/11/2018,23/11/2018,27/05/2018,9592146233,
13804,2205756192,41-134-6780,94-157-2938,Weimann-Pouros,Services,Orange Company,0.2,Project Manager,IT Services,1,2561227669,5,9544220186,Old Shore,,413-302-6505,446-321-6868,587-989-2038,69,12/4/2018,8/8/2018,16/02/2018,28/04/2018,5457149722,
13805,7432496722,37-471-1138,46-459-8441,"Wilderman, DuBuque and Bailey",Sales,Orange Company,0.1,Partner & Responsible Manager,IT Services,2,6569103393,7,7306310488,Mifflin,,758-712-3339,327-562-5320,814-430-0918,27994,2/3/2018,17/11/2018,15/12/2018,5/1/2019,2457895960,
13806,1633915115,97-926-3240,92-113-1907,"Ward, Herman and Gerlach",Business Development,Orange Company,0.6,Sponsor,IT Services,3,1440547661,11,3617509347,Del Sol,,422-335-4179,506-745-3288,315-115-1763,79,14/02/2018,20/10/2018,2/2/2019,1/12/2018,7394284549,
13807,6497812741,97-776-9123,57-172-0275,Gerhold-Armstrong,Engineering,Souk al Waha,0.8,Project Manager,Food Provider,4,4529712249,8,6884932716,Dorton,,666-228-6219,732-449-3364,361-477-3649,64145,21/06/2018,26/12/2018,5/10/2018,28/10/2018,3620436088,
13808,407914234,37-824-7143,89-895-3671,Gleichner Inc,Business Development,Glass Inc.,1,Project Manager,Car Manufacturing,5,1703415655,12,5731336326,Steensland,,823-414-0608,136-607-2931,925-214-5104,539,21/01/2019,12/5/2018,3/7/2018,15/07/2018,2942154225,
13809,3090438496,93-511-6811,00-520-7854,"Kovacek, O'Hara and Kerluke",Human Resources,Glass Inc.,0.9,Partner & Responsible Manager,IT Services,1,2106060564,24,9577764029,2nd,,678-689-5707,137-466-9422,794-684-6617,41,12/5/2018,5/10/2018,6/11/2018,21/10/2018,2738001114,
13810,5994413968,27-799-4860,64-350-0038,"Watsica, O'Keefe and Friesen",Legal,Glass Inc.,0.4,Project Manager,IT Services,2,3966957140,32,9051785062,Ruskin,,274-383-3173,824-765-8728,184-267-0545,86,9/7/2018,7/3/2018,20/11/2018,5/1/2019,216367557,
13811,2008433846,41-312-6764,18-841-5508,Carroll and Sons,Engineering,Glass Inc.,0.5,Sponsor,Fashion Designing,3,7538839046,26,2591119392,Nobel,,572-830-8459,869-938-7430,404-292-1770,14930,12/5/2018,27/02/2018,16/09/2018,19/08/2018,2852883767,
13812,4397546495,33-708-7087,99-893-7129,Ferry-Kassulke,Legal,Glass Inc.,0.9,Partner & Responsible Manager,Food Delivery,4,8205588163,23,6811062967,Hovde,,839-200-3644,720-212-8561,135-362-2133,29,18/09/2018,23/01/2019,10/2/2019,13/11/2018,2371748617,
13813,5453214783,61-373-7387,75-911-1298,Kassulke-Wilkinson,Training,Glass Inc.,0.7,Partner & Responsible Manager,Food Delivery,5,222192240,31,340830042,Valley Edge,,591-746-4673,790-326-4222,563-798-2033,42,17/12/2018,28/07/2018,26/06/2018,27/08/2018,8885928137,
13814,9551914597,90-315-6120,07-149-7205,"Trantow, Green and Kuhn",Marketing,Glass Inc.,0.3,Signatory,IT Services,1,4138687688,8,4515499793,Kennedy,,818-932-7989,202-595-5564,848-924-2464,78,17/11/2018,11/6/2018,11/11/2018,12/12/2018,2581322454,
13815,7412147242,79-187-4684,59-932-6998,"Ferry, Kautzer and Balistreri",Business Development,Orange Company,0.6,Sponsor,Fashion Designing,2,97806323,30,5685402635,Fordem,,993-245-9830,250-204-8509,390-278-8946,5,21/02/2018,21/03/2018,20/12/2018,20/01/2019,4535776970,
13816,4013980738,26-563-1125,07-381-8461,"Adams, Marvin and Von",Research and Development,Orange Company,0.7,Partner & Responsible Manager,Food Provider,3,9894627358,20,8226948967,Alpine,,546-243-2257,415-909-4031,765-166-8583,459,19/03/2018,18/03/2018,10/9/2018,21/05/2018,3237583928,
13817,5064328680,50-867-5586,34-273-0174,Krajcik Group,Sales,Steak Holder,0.6,Project Manager,Fashion Designing,4,52254968,14,9834175396,Moulton,,415-765-2898,639-893-6919,847-903-8876,6,7/3/2018,13/10/2018,29/03/2018,21/07/2018,9662459766,
13818,8686925413,73-851-6515,58-098-5164,Yundt-Homenick,Business Development,Souk al Waha,0.5,Signatory,IT Services,5,8628963499,9,8178131420,Roxbury,,643-417-4656,634-751-6979,373-325-9352,41,3/11/2018,27/02/2018,18/01/2019,26/01/2019,7632263969,
13819,4655581182,24-258-2547,09-078-8109,"Johnson, Windler and Purdy",Training,Steak Holder,0.1,Signatory,IT Services,1,4339480967,18,3487546744,Esch,,839-398-4619,517-268-7684,509-305-9741,93,13/02/2019,1/7/2018,11/11/2018,12/7/2018,3453350146,
13820,6286153535,22-719-9009,78-492-9469,"West, Gaylord and Waters",Training,Steak Holder,0.3,Signatory,Car Manufacturing,2,2843301904,2,9262982909,Schmedeman,,609-629-4652,306-775-9331,213-103-0869,7,26/05/2018,12/2/2019,17/06/2018,26/04/2018,9916496781,
13821,6911227097,18-113-6371,73-484-6576,Daniel-Kulas,Services,Steak Holder,0.1,Sponsor,Food Delivery,3,7840215858,29,400523043,Dahle,,775-612-7193,897-295-7193,161-770-6877,459,14/10/2018,11/7/2018,15/12/2018,1/9/2018,783782330,
13822,1840724153,78-038-1180,20-010-8128,"Reichert, Dietrich and Swift",Marketing,Steak Holder,0.3,Signatory,IT Services,4,9192841732,5,8452413335,Schlimgen,,902-168-2216,239-972-3822,602-422-9012,491,2/5/2018,23/03/2018,12/9/2018,13/04/2018,1423731603,
13823,1094491055,17-948-0229,80-727-4123,Schmitt LLC,Engineering,Souk al Waha,0.3,Project Manager,Food Delivery,5,4237227529,28,8788777014,Bunting,,181-879-2337,272-540-2768,148-593-5547,6,6/4/2018,16/06/2018,21/08/2018,30/01/2019,4613547709,
13824,6144333460,11-070-9254,48-083-5589,Huels LLC,Sales,Steak Holder,0.5,Project Manager,IT Services,1,9355270356,27,5930286752,Elka,,463-339-8575,786-143-1753,734-297-6339,1128,27/08/2018,3/10/2018,6/5/2018,17/06/2018,479666733,
13825,6634506485,75-810-8315,47-042-9011,"Marvin, Effertz and Mayert",Support,Steak Holder,0.1,Partner & Responsible Manager,Food Delivery,2,3412389684,16,631680098,Ryan,,294-984-2196,686-870-5968,430-569-9244,671,19/05/2018,5/12/2018,18/05/2018,1/1/2019,3005221237,
13826,8982670408,45-892-7631,98-931-2110,Medhurst-Hermann,Product Management,Glass Inc.,0.7,Project Manager,IT Services,3,2027198598,28,8120297385,Magdeline,,405-458-1977,743-994-2660,914-630-8379,7088,6/5/2018,5/5/2018,5/8/2018,29/11/2018,1755380658,
13827,5531740093,12-567-1609,16-076-7110,Bergstrom Group,Legal,Souk al Waha,0.7,Sponsor,Food Provider,4,8201325826,17,362059381,Hanover,,505-661-0239,380-849-1570,348-533-0199,8736,9/9/2018,6/7/2018,1/4/2018,10/2/2019,2637340096,
13828,9079617997,17-891-1786,76-664-8626,Wyman Group,Product Management,Steak Holder,0.2,Partner & Responsible Manager,Car Manufacturing,5,2675430315,8,5948194949,Heath,,464-507-2842,907-368-6320,961-490-6379,716,3/6/2018,17/12/2018,24/10/2018,4/3/2018,5741157815,
13829,2031521098,64-746-0480,65-268-7969,"Wiza, Bergstrom and Nader",Engineering,Steak Holder,0.1,Signatory,Car Manufacturing,1,4996842644,29,3626189384,Buell,,766-334-5386,208-676-4189,757-882-7237,7347,18/03/2018,18/04/2018,24/09/2018,21/04/2018,3305835966,
13830,2061088198,34-272-1920,57-869-9605,Bartell Group,Training,Souk al Waha,0.4,Project Manager,Food Provider,2,8436625579,20,5798542122,Saint Paul,,234-311-3430,772-634-4168,906-529-2925,246,1/1/2019,2/8/2018,3/12/2018,10/6/2018,1343512158,
13831,6868443986,22-626-7459,66-548-7485,Johnson-Windler,Business Development,Souk al Waha,0.3,Partner & Responsible Manager,Fashion Designing,3,815606265,4,2804113264,Barby,,653-577-5171,701-458-6635,461-276-8075,47658,4/12/2018,31/08/2018,23/06/2018,29/03/2018,748421548,
13832,7456512647,88-290-0645,34-299-5373,D'Amore and Sons,Training,Steak Holder,0.8,Sponsor,Food Delivery,4,6067737752,6,7374679262,Spohn,,840-294-0574,338-333-8499,254-387-6211,66724,16/01/2019,22/12/2018,23/03/2018,17/08/2018,5507791368,
13833,4171333490,08-526-9907,75-966-1382,"Kulas, Dickinson and Kirlin",Sales,Glass Inc.,0.2,Partner & Responsible Manager,Fashion Designing,5,8426834701,3,6515007604,Glacier Hill,,563-326-5753,360-299-8363,386-803-6362,4261,6/2/2019,8/5/2018,24/10/2018,13/07/2018,3677742684,
13834,120417618,55-645-3100,80-658-5880,"Powlowski, Reynolds and Ondricka",Accounting,Glass Inc.,0.1,Signatory,Fashion Designing,1,4359978138,17,5996222280,Fair Oaks,,914-823-0008,555-412-6172,739-522-3149,73,22/06/2018,27/12/2018,20/02/2018,30/01/2019,5476659463,
13835,2548387666,97-569-2212,63-290-5209,Bogisich-Hilll,Sales,Souk al Waha,0.9,Project Manager,Car Manufacturing,2,7679386382,12,1158748825,Dottie,,200-747-5637,443-426-2819,930-716-7352,97,18/12/2018,30/01/2019,24/05/2018,4/4/2018,2122377941,
13836,7357604535,58-895-8466,83-235-4824,Mueller-Blanda,Sales,Steak Holder,0.5,Signatory,Fashion Designing,3,7459947148,22,2800116439,Arkansas,,334-874-0439,186-847-5138,874-596-6301,62450,17/05/2018,12/10/2018,5/12/2018,24/06/2018,4381265041,
